#{"t_start": 1763749154.972331, "env_id": "None"}
r,l,t
-1038.3895,2,15.018159
-2308.1978,60,15.018228
-1255.0913,3,15.018251
313.60352,49,15.033778
-3349.629,11,15.051354
-1085.5266,19,15.074164
-2229.705,12,15.074258
-1090.7666,3,15.088138
-2535.4268,40,15.105218
586.0747,37,15.119568
-883.14325,27,15.119674
-1147.0206,7,15.139044
-1462.8732,4,15.166502
-1896.6422,15,15.166597
-634.0379,32,15.183505
-1440.0237,23,15.198325
-1710.1729,26,15.215066
288.59082,19,15.215161
-1844.7885,15,15.215179
167.00574,37,15.235011
-1393.6161,10,15.23509
-2774.15,14,15.251777
-961.5924,3,15.251867
-1915.0756,8,15.293804
-1255.67,9,15.293906
-1661.4672,4,15.332255
-1774.2587,5,15.35333
-1222.4017,10,15.353414
-1325.6533,9,15.396202
-679.58093,17,15.396309
-1007.2144,2,15.428964
-1526.157,22,15.429049
-1658.2034,12,15.468875
-1622.8256,9,15.468943
-1798.823,21,15.469018
-1075.3944,2,15.469026
-2104.0288,13,15.469031
-942.75287,14,15.50273
-1917.0066,6,15.502814
-1238.8448,19,15.525572
-421.8827,28,15.541473
699.8723,63,15.541584
-2683.1045,45,15.556978
-1175.198,5,15.557078
-2251.1218,12,15.557098
-1132.1562,4,15.570391
-1999.9131,13,15.59025
-1681.3191,44,15.590327
-3466.5967,22,15.590347
-1072.1066,4,15.606462
-1119.5321,5,15.623759
-3221.9744,50,15.638294
-2519.479,50,15.65936
-1508.6655,12,15.677844
-778.7403,5,15.677968
-2006.9246,10,15.693214
726.0091,92,15.693276
-1142.7317,7,15.693289
-1834.62,10,15.72029
-1118.0657,8,15.720387
-1177.1464,23,15.75934
-956.1254,17,15.759405
-2234.2734,20,15.775737
-1406.1013,7,15.826646
-4544.152,33,15.826779
-778.8449,7,15.873053
-1500.523,8,16.006147
-1067.8734,24,16.024146
-1467.8174,20,16.041576
-948.8268,4,16.058397
-1955.2485,6,16.058495
-1074.5123,47,16.094629
-1947.3945,28,16.094728
-858.84656,8,16.094747
1680.5938,48,16.132555
-1495.0573,13,16.132654
-1453.1538,6,16.146645
-1942.4595,26,16.183044
-886.4972,5,16.183109
-955.54846,16,16.183128
-1586.1005,21,16.197332
-1188.2567,8,16.228052
-126.25098,33,16.263523
-2360.123,28,16.263615
-1268.9059,7,16.296576
-2280.7578,13,16.31442
-806.47784,11,16.314512
-787.08655,29,16.314529
-2538.809,34,16.344894
-2017.9758,10,16.397488
-1072.3684,5,16.397915
781.6344,46,16.426543
264.59692,41,16.441561
-1387.6853,5,16.489881
-543.62085,21,16.579128
-99.137024,32,16.597408
-1455.7455,12,16.59751
-2037.0044,23,16.611194
-3054.2449,33,16.634231
-1017.5129,2,16.649265
-5425.72,47,16.649328
-992.11615,7,16.649344
80.260254,20,16.64935
-1045.2113,2,16.683839
-2644.0015,12,16.702204
-1385.7517,21,16.702304
-1167.1245,4,16.702327
-1468.9133,4,16.719739
-3161.3174,7,16.719863
-813.8842,25,16.748763
-980.0252,2,16.765441
-206.24792,38,16.765543
-1060.1454,34,16.782104
-1067.9458,2,16.795363
-442.88513,37,16.813
-1070.531,2,16.813111
-584.13947,56,16.829589
-162.21606,22,16.82971
-502.10028,27,16.82973
-1837.239,11,16.848088
-1904.8472,4,16.880207
-1479.3586,4,16.897109
-1746.4553,5,16.897216
-2914.9248,31,16.897241
-1537.0547,4,16.89725
-2103.872,9,16.921574
-1668.616,12,16.936593
-710.6532,48,16.936695
-1366.9647,3,16.952116
1491.4755,58,16.964159
-976.9251,4,16.994522
-969.3185,13,17.016162
581.24756,90,17.052553
-1522.3564,10,17.143703
-3670.0708,25,17.143783
-1982.471,21,17.165561
-1069.9017,2,17.180992
-1684.0781,14,17.181086
-1370.0205,10,17.232875
-1921.8271,5,17.253017
-2812.1,28,17.253092
-1464.0941,4,17.253111
-773.2945,56,17.2807
-4033.0442,11,17.280828
-1083.8483,2,17.300204
-1691.7227,17,17.300313
-1011.98126,3,17.30033
-979.8685,4,17.330604
-1446.8037,3,17.349673
-1584.8783,11,17.349734
-703.7008,5,17.382163
-1599.1995,83,17.485679
-2252.0505,24,17.486037
-3339.272,18,17.663576
-1528.5437,4,17.663934
154.34875,52,17.748533
-2939.7468,6,17.788232
-1231.3815,4,17.820122
-1580.125,8,17.820201
-1231.3036,35,17.820225
-1133.874,4,17.851243
-1996.4988,13,17.866305
-911.51526,22,17.866641
-1640.8049,32,17.883096
-2010.2429,33,17.883168
-1131.5105,4,17.883186
-1701.8657,5,17.900954
-2414.552,49,17.916177
-1474.076,3,17.933575
301.12378,43,17.933652
-1003.09344,3,17.93367
-1383.185,23,17.960364
-1897.7871,14,17.98076
-3058.5476,23,17.996004
-995.70166,6,17.996129
-1649.2395,4,18.0116
-940.9627,6,18.028241
-1248.1877,4,18.043343
-1308.5939,7,18.057614
-1097.4103,4,18.076558
-291.7345,21,18.097075
-2943.7512,11,18.127561
-995.5162,14,18.159245
-1475.503,4,18.159361
-1442.77,31,18.191351
-1935.5574,34,18.222211
-1772.2666,11,18.222328
-2985.873,9,18.222354
-5777.17,73,18.292395
-1070.365,12,18.32731
-1234.5796,7,18.353372
-1149.4846,58,18.353449
-859.22107,17,18.367945
-1504.232,7,18.382228
-2787.9226,72,18.397768
-1772.6001,26,18.39786
-1530.4801,10,18.42528
-2175.6436,12,18.425347
-1217.2046,7,18.456552
-1963.8069,6,18.456648
567.8072,43,18.456673
-2282.017,5,18.473841
200.89655,23,18.525076
-1871.7136,16,18.525161
-940.9389,5,18.541187
-1797.8616,83,18.557724
-826.6069,89,18.557784
-2126.8762,6,18.557798
-892.5129,39,18.589976
-1378.1284,3,18.604673
-1086.7545,6,18.621255
405.49866,43,18.621344
-1757.624,20,18.640108
-963.6842,5,18.64022
-1884.2727,13,18.675404
-1182.9467,17,18.675509
-542.88214,31,18.68933
-1778.3357,5,18.718065
2246.9883,81,18.73455
-1307.5791,5,18.734632
-469.18555,13,18.754963
-1910.7312,9,18.755032
-1043.6053,2,18.784455
-2255.2583,12,18.784554
-3054.2134,49,18.80084
-1611.3463,11,18.818242
-2729.5808,5,18.844777
-1135.8502,20,18.845049
-2528.468,4,18.84511
-996.43243,9,18.913179
-999.0626,5,18.929052
-1082.6005,4,18.929148
-1464.4729,9,18.929167
-1013.27026,4,18.952705
-1441.366,15,18.95279
-1128.4318,5,18.965218
-1797.4938,9,18.984459
7520.8975,76,19.02025
-805.35657,36,19.020318
-1034.517,5,19.020334
1731.0137,54,19.020341
-1420.9211,19,19.0436
-3141.2666,13,19.059696
-2220.2495,47,19.074945
-1283.1699,8,19.075061
-1064.1111,3,19.075089
-342.30206,27,19.0751
-1810.6207,8,19.100791
-909.43353,47,19.115694
-1068.6373,3,19.130111
-1323.6882,11,19.155891
-955.7396,4,19.155994
-1168.5386,5,19.171831
236.64136,40,19.193722
-1005.3561,3,19.247015
-1985.0762,6,19.284173
-1002.1165,9,19.284271
-4037.6318,17,19.284402
-1063.8932,7,19.318656
-1403.9736,14,19.31874
-1350.3811,10,19.337638
-940.1612,33,19.384606
-1435.6912,54,19.384691
-1006.9049,6,19.436808
-2257.847,20,19.454002
-316.6101,23,19.488276
-399.11957,40,19.506938
-2172.0898,27,19.533695
-1549.3021,12,19.549264
-928.91675,4,19.57089
-1222.3572,11,19.589011
-2499.2236,40,19.589105
-193.86902,64,19.621469
-703.8996,30,19.621627
-1107.1353,28,19.621642
-46.405334,13,19.621647
-1811.0934,4,19.656646
-1071.8142,9,19.672684
-965.3498,3,19.672789
-1487.6224,4,19.690495
-2736.8237,19,19.690579
-1523.4058,7,19.734488
-475.89172,34,19.753177
-1008.6,4,19.753265
-1349.9839,7,19.770249
-2777.118,45,19.770332
-1766.4706,12,19.785328
-2435.709,15,19.785386
-1376.2812,44,19.804146
-2618.8345,15,19.821128
-1552.4661,31,19.839823
-2162.5093,74,19.839914
-1036.3699,2,19.879768
-1305.2405,8,19.879861
-1999.9121,39,19.904364
-1897.01,10,19.943937
-1593.9888,9,19.966285
-3046.3914,38,19.98583
2405.3418,59,20.008948
-2293.0886,12,20.00902
-1190.354,31,20.009039
-913.3387,11,20.024394
-3019.0684,40,20.02449
-1843.6941,42,20.037234
-1076.0509,2,20.037295
-1025.0222,5,20.037313
-1821.2726,10,20.037319
-1045.1007,2,20.037324
-1522.5947,5,20.0681
-1047.5222,2,20.068192
-894.9789,7,20.081258
-961.555,7,20.113575
1793.9476,49,20.113627
-3703.8628,37,20.113639
-1009.3655,2,20.113645
-2992.4893,21,20.142446
-2022.6702,31,20.156749
-1045.2501,2,20.170636
-2515.7642,10,20.183158
-1496.1735,9,20.198845
-824.43,23,20.21838
-1348.9503,13,20.218478
-862.02356,4,20.233973
-1972.4958,13,20.234071
-1040.712,2,20.249307
-1406.4525,22,20.249395
-728.74426,31,20.272623
-1446.06,45,20.304966
-1611.8761,5,20.305026
-1086.9226,19,20.305041
-1076.6498,4,20.305048
-2330.6187,31,20.305055
353.32385,39,20.320829
-1462.5742,3,20.320894
-1021.88556,3,20.351469
-1357.4926,6,20.416081
-697.57434,8,20.437754
-2396.0303,8,20.43786
-1944.7054,19,20.458986
-1030.9789,2,20.485798
-1065.6301,3,20.501556
-1259.4398,50,20.521057
-271.327,31,20.536345
-1490.437,22,20.552498
-1171.5339,27,20.552574
-2950.1726,15,20.570781
-995.60547,18,20.620378
-1692.4438,11,20.620462
-1394.8074,8,20.620481
-1208.6838,25,20.636739
-27.955444,46,20.654905
-991.38525,2,20.654984
-1077.2115,6,20.655004
-2908.8516,6,20.670183
-3250.2148,12,20.670295
-1048.7131,2,20.703655
-1011.46643,2,20.703754
-1030.0348,4,20.723489
-1843.6025,4,20.723591
-1279.173,13,20.739792
-945.69507,44,20.757665
-2150.7983,39,20.757754
-1138.7377,31,20.772412
-1183.276,14,20.791278
65.33057,25,20.791765
-1744.7324,5,20.806442
-2018.928,11,20.806527
-1443.3257,58,20.875113
-1397.0674,6,20.875277
-982.5602,8,20.895129
1372.5416,50,20.895241
220.46704,24,20.911842
-1219.915,11,20.911932
-1932.8182,9,20.956072
-2140.7883,5,20.970247
-1110.9746,11,20.988627
-1814.5968,5,20.988717
-1305.2852,22,21.006465
-1927.4346,5,21.006563
-1071.1136,3,21.006582
-1043.9182,16,21.027646
-1132.6788,3,21.027727
-1160.0442,12,21.027745
1126.1571,54,21.027752
-1105.7917,3,21.071816
-1006.81757,3,21.071895
-1052.4697,5,21.106548
-828.224,12,21.106628
179.22186,27,21.121337
-1037.6791,2,21.147922
-1591.1931,7,21.148014
-1103.8861,8,21.148032
-1210.8247,53,21.148039
-1852.2993,9,21.165702
-719.3346,24,21.183956
-4382.876,87,21.184041
-1028.6571,4,21.200275
-4485.007,60,21.239976
-3362.2827,20,21.240078
-1468.9547,5,21.240106
-1943.401,25,21.255348
-1594.6787,15,21.255415
-1095.058,2,21.269083
-1003.70166,5,21.269156
37.003906,42,21.269176
-1357.0149,7,21.29107
-1574.7273,56,21.309658
-1949.8326,11,21.309751
-1884.0089,19,21.32523
-1182.3362,4,21.325272
-1348.6003,7,21.325283
-2278.647,6,21.340939
-1214.7881,4,21.341036
-1659.7684,10,21.35449
-1095.7423,3,21.371957
-1115.2361,7,21.398224
-942.1081,5,21.416206
-1280.6968,40,21.416319
-1264.6909,19,21.416336
-1384.9825,19,21.416343
-1385.1995,25,21.449944
-907.41907,4,21.464261
-1917.2178,7,21.477415
-1117.9484,3,21.529702
-2483.0781,7,21.56163
-572.8595,24,21.561718
54.025024,55,21.587486
-1001.0782,3,21.60253
-1755.4452,12,21.602632
-2564.168,28,21.61778
-4402.5737,19,21.63038
-3107.5613,24,21.646775
-1903.3041,8,21.646883
840.9949,26,21.660527
-984.1343,6,21.696228
-1364.6937,4,21.732933
-1386.0924,11,21.733027
-1614.398,20,21.733045
-2264.3916,18,21.748854
-2679.8223,28,21.764011
-1020.5143,2,21.764069
2733.509,62,21.764085
-366.29523,26,21.764092
-139.52179,98,21.764097
-1731.4326,8,21.764103
-1132.354,24,21.795163
-1021.1541,2,21.795269
-1314.044,7,21.812008
-1082.4746,3,21.812078
-1922.7747,28,21.830687
-987.00134,2,21.830769
-1391.9047,4,21.830786
-113.40546,43,21.861528
-958.7157,4,21.878759
-1470.3323,11,21.907961
-1504.3662,6,21.920148
-1781.3197,11,21.934418
-1813.7291,33,21.934493
-1879.6333,7,21.934507
-720.0858,38,21.950536
-2848.8252,21,21.95062
-2938.4336,43,21.977005
-1058.9165,7,21.977087
-1901.422,15,21.991594
-1186.514,47,22.017901
-1871.1733,14,22.03199
-3075.7524,11,22.081922
-453.02155,19,22.094434
-2069.281,12,22.119856
-1498.0625,13,22.119915
493.51477,76,22.148725
-763.8102,11,22.148802
-1528.1897,15,22.162483
-2236.8076,9,22.162585
-1044.1549,2,22.196948
-1370.9507,5,22.197018
-874.50757,8,22.197032
-1388.0491,30,22.197038
46.74341,19,22.218678
-2713.3804,37,22.218753
-1120.5364,3,22.260093
-1150.3041,13,22.298583
-1262.9785,21,22.298641
-2843.9429,63,22.298658
-1528.7263,9,22.31249
-2158.147,37,22.337881
723.1756,43,22.392558
113.77405,33,22.404608
-65.21234,31,22.445133
-2301.713,15,22.44523
-1451.5326,35,22.46017
-1032.8611,20,22.460228
-1802.7437,13,22.502022
-1434.7788,7,22.502088
-491.74866,31,22.502105
-1485.4475,24,22.502112
-1564.6849,21,22.544405
-2139.9204,15,22.544483
-638.75684,16,22.560662
-1316.1006,7,22.601842
-2641.759,12,22.632413
-985.2972,3,22.662099
-2048.3599,8,22.662173
-1984.9121,51,22.682287
-1091.1731,2,22.695969
-4622.728,69,22.712763
-321.50043,31,22.734902
-1336.6528,12,22.734987
-1660.0437,16,22.747514
-1669.1804,15,22.776318
-2651.0083,36,22.818286
-1023.58875,5,22.818392
-1127.4598,77,22.840168
-953.04425,3,22.877589
-1170.683,35,22.87772
84.27234,23,22.877743
-1164.7319,21,22.894733
-526.91315,80,22.95624
-1031.1334,20,22.969145
-1741.8643,18,23.025156
-639.8246,40,23.025316
-2377.8887,18,23.0906
-1372.8558,8,23.109856
-2348.6343,32,23.109987
-1997.6405,16,23.158745
-1540.5872,25,23.158852
-5627.3003,30,23.181658
-2185.421,85,23.20177
-1035.449,3,23.221088
-919.7463,4,23.237004
-330.89038,30,23.272315
-1026.875,5,23.272382
-1750.0166,10,23.285908
-1612.7004,26,23.286365
-2878.729,39,23.343829
-2074.3137,61,23.368602
-1097.2021,2,23.403869
-1583.7607,50,23.419925
-1137.4026,9,23.420001
-848.5836,5,23.437288
-480.04993,19,23.437386
-1055.142,2,23.449891
396.1629,26,23.467893
-891.9149,5,23.486483
-1386.7104,12,23.486697
-1019.552,3,23.527306
-1006.2834,5,23.527405
-1042.9946,2,23.566771
-1329.1243,7,23.584322
-1515.5991,3,23.584405
-1045.2501,2,23.606297
-1074.7552,6,23.606371
-191.94305,19,23.606391
-2516.0542,46,23.621522
-873.16785,22,23.621613
-1020.4673,2,23.637214
-2353.5981,12,23.637304
-929.4605,4,23.680123
-509.3344,48,23.69897
-2290.635,71,23.832397
4014.1118,92,23.846064
-1841.7368,9,23.846129
-1965.9493,68,23.86017
-1004.42267,2,23.860252
-1692.4797,10,23.87727
-670.9388,28,23.877328
-2669.392,10,23.877343
-1191.5436,33,23.891533
-575.7875,53,23.891603
-2749.5505,63,23.891618
-1872.9163,12,23.92019
-801.7937,8,23.9203
-564.7369,16,23.947576
-1032.9614,2,23.947684
-937.063,7,23.959979
-2366.4058,23,23.972328
-219.77228,52,24.000273
-1788.9375,11,24.015469
776.4071,58,24.032028
4749.709,104,24.068612
436.98798,46,24.068682
-1134.9215,9,24.084058
-1587.5427,9,24.084157
-1768.1766,5,24.084172
909.51263,68,24.115201
-1568.4303,21,24.130471
-2815.1895,26,24.150553
-2574.0833,17,24.150616
-1152.9633,4,24.186169
-513.62244,39,24.186237
-1485.1753,3,24.202291
-1102.5864,2,24.218647
-1607.4348,32,24.254417
-2863.454,23,24.254522
-2112.573,65,24.284478
-1173.6033,12,24.284566
198.8808,28,24.284582
-998.62006,3,24.303613
-1641.2074,7,24.303702
-1221.4316,5,24.303722
-922.97925,30,24.326325
-1007.5874,2,24.344434
-948.3017,4,24.36655
-1059.3342,3,24.366632
-907.82825,25,24.38104
-1629.0728,21,24.395111
-1259.4565,30,24.413861
-1416.3743,9,24.413959
-274.73364,33,24.41397
-2021.363,19,24.413975
-1517.8198,5,24.413979
-1070.9867,4,24.434734
-227.45105,35,24.451989
-1988.3657,17,24.452091
-1042.7113,3,24.465537
-989.35016,4,24.465601
-1250.4205,4,24.481408
-985.7389,3,24.481516
-1481.2256,7,24.49439
-1014.4924,4,24.514182
-1732.9277,10,24.514274
-1053.7465,3,24.514291
-520.6621,27,24.536366
-318.86725,27,24.536493
-1650.3724,10,24.536536
-1116.0115,3,24.536551
-1052.4882,2,24.536573
-1459.9769,40,24.536585
-189.22424,24,24.555063
-1029.1923,2,24.567487
-1020.1072,5,24.567633
-1036.0775,3,24.58446
-650.9455,18,24.59859
-596.95087,12,24.614633
-1593.5403,38,24.614742
-514.97174,32,24.629359
-694.67334,4,24.629426
-1745.1886,20,24.629442
-2526.2195,7,24.655078
-1317.0415,8,24.655149
-1929.354,9,24.672488
-1196.0308,10,24.701328
-2163.279,10,24.719689
-3472.3135,9,24.719772
-2375.8325,6,24.719789
-1923.9795,18,24.797329
-769.76245,8,24.823132
-1068.9567,9,24.823221
-1266.8898,10,24.83696
-585.4927,59,24.897966
-1739.1913,16,24.913736
-2849.7456,51,24.913842
-1207.6343,7,24.93172
-2178.2246,24,24.947919
-1048.823,2,24.948235
49.96057,20,24.961875
-2137.1313,10,24.961985
-1012.26447,2,24.978498
-1126.0319,4,24.99931
-1044.8586,2,24.999405
-894.5615,15,24.999427
-910.85004,3,25.029458
-1692.3433,36,25.051193
258.60645,43,25.067067
-2346.3574,20,25.08263
-2256.1675,12,25.099405
-1155.2715,3,25.115672
-1524.3186,27,25.11576
-711.45044,53,25.131636
-1075.726,2,25.15362
-385.42346,21,25.178862
-2161.498,5,25.178946
-1565.2056,25,25.178959
-762.57715,29,25.259171
-1554.7988,9,25.297024
-974.9749,3,25.344687
-1061.1807,3,25.344775
-1831.4326,23,25.344792
-973.47296,5,25.391247
-1161.4115,48,25.432274
-1000.418,5,25.481498
-2002.575,35,25.481737
-1995.6885,21,25.639319
-996.1549,2,25.639464
504.32745,19,25.684579
-485.86774,20,25.726513
-1355.3496,43,25.726561
-976.6442,4,25.8067
-1706.526,10,25.827983
-1455.7379,5,25.828061
-1883.1631,10,25.828084
-1769.2097,10,25.828093
-746.9056,5,25.848563
-879.1898,23,25.862968
-1054.4791,3,25.879366
-867.4693,20,25.879742
-984.0963,4,25.902742
-1044.4036,2,25.902849
-3273.415,29,25.964756
-3470.064,35,25.979227
-1137.731,4,25.979359
-1166.061,4,25.996178
-1221.2573,49,26.032018
-1343.397,7,26.032123
-1283.4415,27,26.053102
-1109.0549,10,26.053169
-1533.4397,14,26.053218
-1022.4829,2,26.070238
-1363.1906,13,26.088252
-1014.22205,13,26.088315
-2703.8506,20,26.088331
-1999.4293,63,26.103895
-1191.6141,27,26.132918
-902.464,5,26.133049
-1823.5718,3,26.133066
-1830.185,10,26.15154
-17.99231,30,26.151624
-1047.668,66,26.151641
-1271.0862,6,26.186094
-1283.009,11,26.215898
-859.99976,6,26.248794
-1015.3404,3,26.262698
-1960.835,14,26.285959
-1643.73,17,26.286024
-1720.364,10,26.303212
-1250.2188,9,26.30329
-974.56995,30,26.320723
-1005.1288,2,26.353435
-946.8782,3,26.353513
-970.9395,7,26.416872
-3681.7192,47,26.416956
-2544.7534,21,26.476619
-302.55597,23,26.476697
-1105.9473,5,26.476714
-1121.9707,3,26.492978
-567.6301,38,26.525982
-2514.2827,18,26.526072
-1556.5238,62,26.52609
-1135.059,4,26.540732
-1412.2351,25,26.559718
-1064.5055,5,26.559795
-3268.2656,18,26.597451
-995.445,6,26.628139
-1846.4675,5,26.65299
-1786.7485,9,26.653076
-1331.1202,19,26.669065
424.4262,39,26.669144
-1786.4629,41,26.722842
-1698.8062,24,26.722934
964.3181,56,26.722954
564.8914,32,26.722961
-1185.6412,5,26.752676
-1284.7854,13,26.752757
-1383.9961,8,26.786077
-339.29913,38,26.818306
-1534.0166,4,26.818383
-1394.6765,14,26.836202
-883.01843,18,26.836312
-1047.9734,2,26.851317
-2244.474,22,26.851397
214.61572,45,26.869714
-1060.3566,2,26.869821
-1660.0372,8,26.888554
-2108.7354,10,26.888659
-1128.2533,10,26.888682
717.8898,55,26.908684
-1156.9675,3,26.908761
-392.1416,32,26.944824
-1699.0542,18,26.965106
-1847.8386,5,26.981025
-953.8016,5,26.981115
-1285.6543,25,26.981134
-1114.4008,21,26.996266
-819.10956,12,27.028186
2276.2114,49,27.028282
-642.2566,28,27.046818
-1000.3138,2,27.067624
-1296.1066,5,27.082801
-1535.9478,10,27.082877
-1212.6554,12,27.100409
-1915.9253,3,27.133799
-305.20966,21,27.150208
-1036.8384,15,27.165579
-1046.6085,5,27.165667
-1791.5088,26,27.165685
-3472.3896,30,27.181988
-1733.4762,8,27.18208
-1089.3654,8,27.201349
-3928.912,51,27.201422
2591.5664,130,27.201439
-1922.5664,85,27.201446
-1076.9873,3,27.229613
-707.8447,13,27.242908
-1380.5105,18,27.243012
-1432.2637,4,27.271397
-1371.3147,17,27.271466
-1391.2971,11,27.289064
-1033.8828,2,27.289139
-2370.9316,25,27.289155
-3857.4932,19,27.302524
-3472.1604,25,27.302638
-1042.3069,3,27.331342
-1042.6608,9,27.345256
-1703.2745,9,27.345388
-1024.4862,2,27.363171
-1160.752,4,27.363247
2640.3806,54,27.363263
-427.40173,13,27.378514
-1581.0902,8,27.398216
-804.59174,34,27.413575
-1469.583,28,27.452781
-1006.5339,3,27.452863
-202.9696,20,27.470766
-1328.7548,12,27.470825
-1189.2042,6,27.470842
-1986.8287,14,27.482387
-1141.3381,10,27.513136
-896.51105,5,27.54366
-175.69678,24,27.570244
-854.8076,16,27.570389
-2138.9321,7,27.602145
-662.46204,26,27.602319
-2857.9587,13,27.621595
337.23743,53,27.646091
-1590.461,5,27.71411
-2366.4292,18,27.737
-1123.7623,3,27.737199
-1135.8278,31,27.787008
215.80322,49,27.787249
-1361.1606,31,27.80827
-992.10236,8,27.839865
-1046.896,2,27.840033
-2105.451,16,27.860082
-817.6957,35,27.860311
-2976.2917,6,27.896359
-1590.1108,9,27.979073
-1061.2704,4,27.979136
-1235.7837,22,27.979153
-1699.854,21,27.979159
-1338.9329,14,27.979164
-951.14355,15,28.013132
-1006.0771,3,28.072189
-1082.3046,3,28.07228
-2983.043,23,28.141511
-397.47125,31,28.200722
-1462.0026,12,28.200814
-1798.1143,12,28.225403
-657.60474,36,28.225494
-1916.5941,16,28.262406
-1559.6309,9,28.262493
-1085.6539,32,28.290659
-1340.4076,13,28.290742
-1603.3525,10,28.290759
-827.2481,4,28.307504
-1090.7756,62,28.307585
-1712.6193,39,28.324351
-1567.8446,28,28.324415
-1478.5359,44,28.32443
-1042.9545,2,28.33842
-1049.7732,3,28.338497
-1499.4077,4,28.352279
-882.5816,3,28.352334
-1540.331,7,28.367837
-773.4697,25,28.367896
-355.40112,51,28.380445
-1058.901,31,28.380519
-1054.6633,3,28.380537
-997.7257,4,28.401463
-1948.6743,11,28.417151
-2671.9517,6,28.417241
-957.7377,7,28.431815
